Gene,p value Asian,mutation rates
TP53,0.0071086514007491,0.348101265822785
MUC4,0.0006311650621736,0.170886075949367
AXIN1,0.0180836282719729,0.120253164556962
RYR1,0.0060136099598565,0.107594936708861
RB1,0.0288251229712319,0.0886075949367089
DNAH17,0.0390107816363618,0.0759493670886076
NRXN1,0.0009952599369368,0.069620253164557
CDKN2A,0.0391036165860432,0.0569620253164557
EPB41L3,0.0391036165860432,0.0569620253164557
HSPG2,0.0391036165860432,0.0569620253164557
MKI67,0.0391036165860432,0.0569620253164557
NLRP12,0.0391036165860432,0.0569620253164557
SAGE1,0.0391036165860432,0.0569620253164557
MAST4,0.0257594945636182,0.0506329113924051
PLEC,0.0257594945636182,0.0506329113924051
CCDC80,0.0477506514157767,0.0443037974683544
EGFLAM,0.0134773246257283,0.0443037974683544
FBXO42,0.0477506514157767,0.0443037974683544
LOXHD1,0.0477506514157767,0.0443037974683544
RGL2,0.0134773246257283,0.0443037974683544
BCL11A,0.0260684293305949,0.0379746835443038
CACNA1I,0.0260684293305949,0.0379746835443038
CNTN3,0.0260684293305949,0.0379746835443038
FOXG1,0.0260684293305949,0.0379746835443038
FZR1,0.0260684293305949,0.0379746835443038
MED12,0.0260684293305949,0.0379746835443038
ADAM12,0.0252475097919143,0.0063291139240506
ATP8A2,0.041104621017816,0.0063291139240506
CFAP47,0.0252475097919143,0.0063291139240506
CDKN1A,0.0338275844798792,0.0
SRSF8,0.0120629036373539,0.0
