Gene,p value Black,mutation rates
PBRM1,0.0418642402077412,0.288461538461538
VHL,0.0007139228301481,0.269230769230769
CASP8AP2,0.0017089208229584,0.0961538461538462
RBM12B,0.000925630300268,0.0769230769230769
RYR2,0.0306693926533786,0.0769230769230769
SMARCC2,8.95276940299434e-05,0.0769230769230769
UNC80,0.0133612338480388,0.0769230769230769
ABL2,0.0371291797634617,0.0576923076923077
BRD8,0.0108746694770138,0.0576923076923077
C2orf81,0.0108746694770138,0.0576923076923077
CAPZA2,0.0108746694770138,0.0576923076923077
CDH10,0.0108746694770138,0.0576923076923077
CPEB4,0.0108746694770138,0.0576923076923077
CTSA,0.0108746694770138,0.0576923076923077
DDX31,0.0108746694770138,0.0576923076923077
DDX60L,0.0014241640036304,0.0576923076923077
GPR180,0.0108746694770138,0.0576923076923077
HEATR5B,0.0108746694770138,0.0576923076923077
IGHG4,0.0108746694770138,0.0576923076923077
MADD,0.0371291797634617,0.0576923076923077
MED1,0.0014241640036304,0.0576923076923077
MYOM2,0.0371291797634617,0.0576923076923077
OR2J2,0.0371291797634617,0.0576923076923077
PLXNA1,0.0371291797634617,0.0576923076923077
RRBP1,0.0108746694770138,0.0576923076923077
SUGP1,0.0014241640036304,0.0576923076923077
SYCE1,0.0014241640036304,0.0576923076923077
TDRD6,0.0371291797634617,0.0576923076923077
TENM2,0.0371291797634617,0.0576923076923077
U2AF1L4,0.0371291797634617,0.0576923076923077
WRAP73,0.0371291797634617,0.0576923076923077
YTHDC2,0.0371291797634617,0.0576923076923077
ZAN,0.0371291797634617,0.0576923076923077
ZC3H7A,0.0108746694770138,0.0576923076923077
ZNF354A,0.0108746694770138,0.0576923076923077
ABR,0.022709990192451,0.0384615384615385
ACTL6A,0.022709990192451,0.0384615384615385
ACTRT1,0.022709990192451,0.0384615384615385
AMOTL2,0.022709990192451,0.0384615384615385
ANP32AP1,0.022709990192451,0.0384615384615385
ATAD2B,0.022709990192451,0.0384615384615385
BAIAP3,0.022709990192451,0.0384615384615385
BAK1,0.022709990192451,0.0384615384615385
BRIP1,0.022709990192451,0.0384615384615385
BUB1B,0.022709990192451,0.0384615384615385
C17orf70,0.022709990192451,0.0384615384615385
C2CD2L,0.022709990192451,0.0384615384615385
CARD6,0.022709990192451,0.0384615384615385
CCDC14,0.022709990192451,0.0384615384615385
CCDC36,0.022709990192451,0.0384615384615385
CCND1,0.022709990192451,0.0384615384615385
CHRNA4,0.022709990192451,0.0384615384615385
CLDN6,0.022709990192451,0.0384615384615385
CLHC1,0.022709990192451,0.0384615384615385
CRAMP1L,0.022709990192451,0.0384615384615385
CSNK1A1P1,0.022709990192451,0.0384615384615385
DBN1,0.022709990192451,0.0384615384615385
DCXR,0.022709990192451,0.0384615384615385
DNASE2,0.022709990192451,0.0384615384615385
DROSHA,0.022709990192451,0.0384615384615385
EIF4B,0.022709990192451,0.0384615384615385
ELAC2,0.022709990192451,0.0384615384615385
EMC2,0.022709990192451,0.0384615384615385
FAAH,0.022709990192451,0.0384615384615385
FAM122A,0.022709990192451,0.0384615384615385
FAM214A,0.022709990192451,0.0384615384615385
FERMT1,0.022709990192451,0.0384615384615385
FNIP1,0.022709990192451,0.0384615384615385
GEMIN5,0.022709990192451,0.0384615384615385
GJB1,0.022709990192451,0.0384615384615385
GLIS2,0.022709990192451,0.0384615384615385
HIST1H2AC,0.022709990192451,0.0384615384615385
HMGCL,0.022709990192451,0.0384615384615385
HRASLS2,0.022709990192451,0.0384615384615385
ICMT,0.022709990192451,0.0384615384615385
IQCK,0.022709990192451,0.0384615384615385
ITPRIPL2,0.022709990192451,0.0384615384615385
KAT2A,0.022709990192451,0.0384615384615385
KIAA1549,0.022709990192451,0.0384615384615385
KLHDC7A,0.022709990192451,0.0384615384615385
KRT35,0.022709990192451,0.0384615384615385
LARS2,0.022709990192451,0.0384615384615385
LPO,0.022709990192451,0.0384615384615385
MTX1,0.022709990192451,0.0384615384615385
NAA35,0.022709990192451,0.0384615384615385
NAALADL1,0.022709990192451,0.0384615384615385
NAT1,0.022709990192451,0.0384615384615385
NEMF,0.022709990192451,0.0384615384615385
NEUROD2,0.022709990192451,0.0384615384615385
NOX5,0.022709990192451,0.0384615384615385
NUDT21,0.022709990192451,0.0384615384615385
PIK3CD,0.022709990192451,0.0384615384615385
PRICKLE2,0.022709990192451,0.0384615384615385
RNF150,0.022709990192451,0.0384615384615385
RNF6,0.022709990192451,0.0384615384615385
SARS2,0.022709990192451,0.0384615384615385
SLC12A8,0.022709990192451,0.0384615384615385
SLC26A2,0.022709990192451,0.0384615384615385
SMARCD2,0.022709990192451,0.0384615384615385
SMURF1,0.022709990192451,0.0384615384615385
SNX1,0.022709990192451,0.0384615384615385
SOCS5,0.022709990192451,0.0384615384615385
SPPL2B,0.022709990192451,0.0384615384615385
SPTBN2,0.022709990192451,0.0384615384615385
SRSF8,0.022709990192451,0.0384615384615385
SVOPL,0.022709990192451,0.0384615384615385
UNG,0.022709990192451,0.0384615384615385
USE1,0.022709990192451,0.0384615384615385
VN1R1,0.022709990192451,0.0384615384615385
ZNF598,0.022709990192451,0.0384615384615385
